2023-01-24 21:17:27,014 INFO    StreamThr :9702 [internal.py:wandb_internal():87] W&B internal server running at pid: 9702, started at: 2023-01-24 21:17:27.013308
2023-01-24 21:17:27,025 DEBUG   HandlerThread:9702 [handler.py:handle_request():144] handle_request: status
2023-01-24 21:17:27,035 INFO    WriterThread:9702 [datastore.py:open_for_write():85] open: /home/bialekm/cd0581-building-a-reproducible-model-workflow-exercises/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20230124_211726-u24zb3f4/run-u24zb3f4.wandb
2023-01-24 21:17:27,038 DEBUG   SenderThread:9702 [sender.py:send():334] send: header
2023-01-24 21:17:27,191 DEBUG   SenderThread:9702 [sender.py:send():334] send: run
2023-01-24 21:17:27,723 INFO    SenderThread:9702 [dir_watcher.py:__init__():216] watching files in: /home/bialekm/cd0581-building-a-reproducible-model-workflow-exercises/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20230124_211726-u24zb3f4/files
2023-01-24 21:17:27,724 INFO    SenderThread:9702 [sender.py:_start_run_threads():1065] run started: u24zb3f4 with start time 1674591447.012796
2023-01-24 21:17:27,724 DEBUG   SenderThread:9702 [sender.py:send_request():361] send_request: summary_record
2023-01-24 21:17:27,725 INFO    SenderThread:9702 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-24 21:17:27,729 DEBUG   HandlerThread:9702 [handler.py:handle_request():144] handle_request: check_version
2023-01-24 21:17:27,729 DEBUG   SenderThread:9702 [sender.py:send_request():361] send_request: check_version
2023-01-24 21:17:28,023 DEBUG   HandlerThread:9702 [handler.py:handle_request():144] handle_request: run_start
2023-01-24 21:17:28,025 DEBUG   HandlerThread:9702 [system_info.py:__init__():31] System info init
2023-01-24 21:17:28,025 DEBUG   HandlerThread:9702 [system_info.py:__init__():46] System info init done
2023-01-24 21:17:28,026 INFO    HandlerThread:9702 [system_monitor.py:start():151] Starting system monitor
2023-01-24 21:17:28,026 INFO    SystemMonitor:9702 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-24 21:17:28,027 INFO    HandlerThread:9702 [system_monitor.py:probe():172] Collecting system info
2023-01-24 21:17:28,028 INFO    SystemMonitor:9702 [interfaces.py:start():168] Started cpu
2023-01-24 21:17:28,029 INFO    SystemMonitor:9702 [interfaces.py:start():168] Started disk
2023-01-24 21:17:28,031 INFO    SystemMonitor:9702 [interfaces.py:start():168] Started memory
2023-01-24 21:17:28,035 INFO    SystemMonitor:9702 [interfaces.py:start():168] Started network
2023-01-24 21:17:28,045 DEBUG   HandlerThread:9702 [system_info.py:probe():195] Probing system
2023-01-24 21:17:28,181 DEBUG   HandlerThread:9702 [system_info.py:_probe_git():180] Probing git
2023-01-24 21:17:28,196 DEBUG   HandlerThread:9702 [system_info.py:_probe_git():188] Probing git done
2023-01-24 21:17:28,196 DEBUG   HandlerThread:9702 [system_info.py:probe():241] Probing system done
2023-01-24 21:17:28,197 DEBUG   HandlerThread:9702 [system_monitor.py:probe():181] {'os': 'Linux-5.10.102.1-microsoft-standard-WSL2-x86_64-with-glibc2.10', 'python': '3.8.15', 'heartbeatAt': '2023-01-24T20:17:28.045257', 'startedAt': '2023-01-24T20:17:26.993218', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'EDA.ipynb', 'root': '/home/bialekm/cd0581-building-a-reproducible-model-workflow-exercises', 'git': {'remote': 'https://github.com/BialyMT92/cd0581-building-a-reproducible-model-workflow-exercises.git', 'commit': 'f8ceef1ef5f8d5e8ac5995dbf09d0c6d8be15827'}, 'email': None, 'host': 'DESKTOP-AKO1G91', 'username': 'bialekm', 'executable': '/home/bialekm/miniconda3/envs/mlflow-b28a9b6d44a08c5d3ee287b52e246e53c3d78847/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2294.688, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2294.688, 'min': 0.0, 'max': 0.0}, {'current': 2294.688, 'min': 0.0, 'max': 0.0}, {'current': 2294.688, 'min': 0.0, 'max': 0.0}, {'current': 2294.688, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 250.98248672485352, 'used': 12.575870513916016}, 'memory': {'total': 12.378826141357422}}
2023-01-24 21:17:28,197 INFO    HandlerThread:9702 [system_monitor.py:probe():182] Finished collecting system info
2023-01-24 21:17:28,197 INFO    HandlerThread:9702 [system_monitor.py:probe():185] Publishing system info
2023-01-24 21:17:28,197 DEBUG   HandlerThread:9702 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-24 21:17:28,197 DEBUG   HandlerThread:9702 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-24 21:17:28,197 DEBUG   HandlerThread:9702 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-01-24 21:17:28,728 INFO    Thread-13 :9702 [dir_watcher.py:_on_file_created():275] file/dir created: /home/bialekm/cd0581-building-a-reproducible-model-workflow-exercises/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20230124_211726-u24zb3f4/files/conda-environment.yaml
2023-01-24 21:17:28,729 INFO    Thread-13 :9702 [dir_watcher.py:_on_file_created():275] file/dir created: /home/bialekm/cd0581-building-a-reproducible-model-workflow-exercises/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20230124_211726-u24zb3f4/files/wandb-summary.json
2023-01-24 21:17:28,729 INFO    Thread-13 :9702 [dir_watcher.py:_on_file_created():275] file/dir created: /home/bialekm/cd0581-building-a-reproducible-model-workflow-exercises/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20230124_211726-u24zb3f4/files/requirements.txt
2023-01-24 21:17:33,521 DEBUG   HandlerThread:9702 [system_info.py:_save_conda():86] Saving conda packages done
2023-01-24 21:17:33,522 DEBUG   HandlerThread:9702 [system_info.py:_save_code():89] Saving code
2023-01-24 21:17:33,522 WARNING HandlerThread:9702 [system_info.py:_save_code():91] unable to save code -- program entry not found
2023-01-24 21:17:33,522 DEBUG   HandlerThread:9702 [system_info.py:_save_patches():127] Saving git patches
2023-01-24 21:17:33,570 DEBUG   HandlerThread:9702 [system_info.py:_save_patches():169] Saving git patches done
2023-01-24 21:17:33,571 INFO    HandlerThread:9702 [system_monitor.py:probe():187] Finished publishing system info
2023-01-24 21:17:33,573 DEBUG   HandlerThread:9702 [handler.py:handle_request():144] handle_request: status_report
2023-01-24 21:17:33,574 DEBUG   HandlerThread:9702 [handler.py:handle_request():144] handle_request: keepalive
2023-01-24 21:17:33,575 DEBUG   SenderThread:9702 [sender.py:send():334] send: files
2023-01-24 21:17:33,575 INFO    SenderThread:9702 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-24 21:17:33,576 INFO    SenderThread:9702 [sender.py:_save_file():1319] saving file diff.patch with policy now
2023-01-24 21:17:33,620 DEBUG   HandlerThread:9702 [handler.py:handle_request():144] handle_request: stop_status
